"ID_PARCEL","Cosia_Feuillu_Area_ha"
"3576679","0.350113543455568"
"3590886","0.0626514607147488"
"3593402","0.561726529652216"
"3593854","0.0909306771311854"
"3616257","0.394725621237471"
"3630863","0.0320730154654942"
"3640630","1.58498736126237"
"3656018","0.172387723223281"
"3656283","0.284337386951989"
"3671851","0.174625288428786"
"3680720","0.16518930478727"
"3686881","0.122876995478096"
"3698048","0.135399672328111"
"3706327","0.203727265918536"
"3708400","0.408888151846422"
"3717054","0.19305054950578"
"3723944","0.748840004955697"
"3726252","0.36218041021523"
"3737401","0.437587477417249"
"3743824","0.170749379659825"
"3652012","0.0564153804944173"
"3733220","0.210223223351279"
"3733304","0.275534840029501"
"3619540","0.174625688643446"
"3664773","0.442769183484024"
"3573767","1.66531054108245"
"10160002","0.386206396752763"
"3729585","0.085744701551061"
"3701682","0.157798301587466"
"3572209","0.236899788011835"
"3587284","0.292910323908422"
"3711024","0.457113672352707"
"10169419","0.206833497629021"
"3586373","0.22680160983298"
"3586571","0.819202538642639"
"3733987","0.353714902012939"
"3735422","0.147239337527275"
"3662167","0.134446135704569"
"3662173","0.45390290847006"
"3693606","0.378128073185279"
"3693595","0.101357763422588"
"10181367","0.15091084766539"
"3737621","0.241971440468245"
"3631899","0.983678496480002"
"3660673","0.657351317245797"
"3729635","0.221085212000337"
"10182883","0.627663781565844"
"10155465","0.394903402619494"
"10172039","0.140191429401008"
"10151851","0.0866429938694058"
"10144401","0.163040712766138"
"12345956","0.157855911362435"
"12359711","0.235886283570009"
"12368077","0.748081977069554"
"12369052","0.144216949842895"
"12377570","1.91936204806284"
"12380135","0.437582666952838"
"12405986","0.212285950174985"
"3628402","0.67092340782291"
"3565754","0.278497810157495"
"12347694","0.433458659129648"
"3723935","0.0361504244427808"
"3723937","0.211349538933671"
"3595954","0.434591987350614"
"3630867","0.460908922568007"
"3630858","0.601101853022601"
"12411097","0.323848693529888"
"12368674","0.356241678827121"
"12376452","0.162639493537017"
"3642269","0.0280611170581193"
"3642264","0.0234195929641064"
"3726257","0.4388799481034"
"3599098","0.053920139297632"
"3582321","0.212580015304325"
"10157325","0.462383137310806"
"10157330","0.242956607525816"
"3628409","0.418346817892791"
"12376144","0.47711841244442"
"10156535","0.584699306093149"
"3742604","0.464394422584628"
"12345374","0.488408200078683"
"14827429","0.352899977609581"
"14837686","0.601750263598134"
"14847386","0.394712014128099"
"14848260","0.622564864525738"
"14848367","0.483233008307073"
"14857941","0.0821193100731718"
"14860853","0.772760130763213"
"14862325","0.243885699212263"
"14862327","0.146322575574437"
"14870803","0.456977768027222"
"14873103","0.208843927091827"
"14874066","0.754412139058964"
"14876960","0.0497565611214959"
"14879846","0.0284469956956338"
"14881326","0.271739225266041"
"14915811","0.093610823176826"
"3726251","0.108810791182431"
"14860893","0.456245295350465"
"12376480","0.225624418076331"
"14841603","0.263059728913378"
"12347703","0.427097822434589"
"12391144","0.207339580340915"
"3633255","0.32436684063772"
"10178948","0.281013630034897"
"12380561","0.170498214799454"
"14904967","0.0993584405726564"
"3592021","0.116161122763786"
"3628405","0.469367026978536"
"14847383","0.411980735903596"
"3630768","0.265997904165475"
"3601396","0.490238257229734"
"14915241","0.232022956271585"
"3648992","0.109108601847464"
"3742498","0.524772189044854"
"17299782","0.727664928075438"
"17305686","0.615828510559922"
"17305717","0.544534532719723"
"17307198","0.357693746144653"
"17310111","0.304273793019741"
"17310181","0.240979260534943"
"17324659","0.201435978436701"
"17335894","0.408881844328801"
"17345657","0.424811655862561"
"17350325","0.202005092459463"
"17352647","0.127522542407379"
"17352795","0.108703779893024"
"17365852","0.11573525611898"
"17369338","0.350109607518185"
"17373729","0.192034648976186"
"17374363","0.388579197076522"
"17376429","0.285243335816905"
"17382547","0.172382668214871"
"17386390","0.0389085900582373"
"19949819","0.35010670544571"
"19916773","0.359128205866076"
"19943174","0.141735676530549"
"19867680","0.444878785190068"
"19937298","0.40887862552208"
"19877081","0.362180414450163"
"19885221","1.14286569686731"
"17357069","0.163036723126407"
"19932603","0.557317454667574"
"17342975","0.157853259750835"
"19871134","0.572180821749452"
"19916075","0.140754274855421"
"19930771","0.212285950482135"
"19919325","0.354585490063315"
"932836","0.32539448185792"
"1493570","1.35585794072817"
"1775356","0.0320730154654942"
"2436509","0.203727269705922"
"2476380","0.0141037184906323"
"2773753","0.350104194397869"
"2903974","0.172379308909323"
"2942940","0.086642989624715"
"3201220","0.55733774422008"
"4371036","0.572180816662065"
"4544327","0.163036719606631"
"4597095","0.140705988593723"
"6000580","0.723755704148902"
"6800559","0.062651464642043"
"7307526","0.14173567633259"
"7315337","0.165189305263196"
"7334193","0.205312969450232"
"8123278","0.444878785331217"
"9614498","0.354585488245584"
"9691314","0.408875492805024"
