"ID","haie_cover","haie_biomass_kg","haie_biomass_kgperha","haie_nutzung_ha","haie_nutzung_perc","haie_nutzung_length_m","haie_bdhaie_length_m","haie_bdhaie_ha","haie_bdhaie_perc"
"SEBIOPAG_ZAAr_R17_2023",2.97488903999329,974.946838378906,789.812768426616,NA,NA,NA,62.582494122187,0.062582494122187,3.59559155129771
"SEBIOPAG_ZAAr_R18_2023",6.731605052948,18797.85546875,4425.78509899555,NA,NA,NA,324.029820306945,0.324029820306945,6.33537014407826
"SEBIOPAG_ZAAr_R20_2023",4.79854488372803,31688.705078125,3578.17825373787,NA,NA,NA,491.614516557581,0.491614516557581,4.81599627348653
"SERIPAGE_TF_01_066c_2016",12.1204233169556,37895.234375,11110.2621825925,NA,NA,NA,22.7774010806285,0.0227774010806285,0.541811292116387
"SERIPAGE_TF_03_051c_2016",5.62969970703125,8530.197265625,2432.43235190634,NA,NA,NA,216.957918338651,0.216957918338651,5.03084949577326
"SERIPAGE_TF_06_042c_2016",5.99289798736572,17428.791015625,7944.93813043348,NA,NA,NA,36.4002747240531,0.0364002747240531,1.22306856587639
"SERIPAGE_TF_07_025c_2016",10.906364440918,20535.587890625,9576.6666056762,NA,NA,NA,272.836031888975,0.272836031888975,9.4736591272884
"SERIPAGE_TF_08_021c_2016",8.70096778869629,37421.2890625,7214.89044537211,NA,NA,NA,6.48114479672583,0.00648114479672583,0.105248136609286
"SERIPAGE_TF_08_029c_2016",2.68772411346436,8187.26806640625,1077.31934327967,NA,NA,NA,55.7979414237747,0.0557979414237747,0.614306413858354
"SERIPAGE_TF_10_060c_2016",14.8029279708862,46754.75,10314.2223889316,NA,NA,NA,805.881095503516,0.805881095503516,13.9309566362371
"SERIPAGE_TF_12_033c_2016",10.4255065917969,32578.90625,5229.85939923464,NA,NA,NA,603.363662758319,0.603363662758319,8.05826244595301
"SERIPAGE_TF_13_012c_2016",13.0718059539795,8034.70947265625,5177.71091627531,NA,NA,NA,297.538990767298,0.297538990767298,14.3245437846719
"BISCO_32_2017",9.29593944549561,3977.5,6057.1924661347,NA,NA,NA,138.19825569316,0.13819825569316,13.2303122840511
"BISCO_59_2017",3.36863851547241,2507.04663085938,949.569884622411,NA,NA,NA,342.946481315934,0.342946481315934,9.586819542676
"BISCO_68_2017",1.48185849189758,4917.99072265625,873.073677096803,NA,NA,NA,35.0442577323754,0.0350442577323754,0.506541789320069
"BISCO_86_2017",5.41747331619263,85121.9375,3593.25378828858,NA,NA,NA,773.946661081674,0.773946661081674,2.94800664620927
"BISCO_269_2017",8.80522918701172,3529.74731445312,7123.31473876956,NA,NA,NA,245.57943765144,0.24557943765144,29.4369973509398
"BISCO_157_2017",7.18278360366821,4774.201171875,3087.46485943055,NA,NA,NA,314.949099761246,0.314949099761246,15.2458422306096
"BISCO_281_2017",5.41277074813843,3660.09252929688,4118.95532910287,NA,NA,NA,4.63476992660795,0.00463476992660795,0.325841073731635
"BISCO_26_2017",7.30143737792969,4383.56787109375,4973.70343900006,NA,NA,NA,97.8750581602099,0.0978750581602099,7.58361415003913
"BISCO_156_2017",18.7552337646484,14403.8671875,12296.3173476446,NA,NA,NA,449.886582532453,0.449886582532453,25.4064747640173
"BISCO_39a_2017",19.2818946838379,17011.943359375,11558.3904458824,NA,NA,NA,376.438141268371,0.376438141268371,18.719604755692
"BISCO_20_2017",27.5848503112793,168104.328125,49530.6015531143,NA,NA,NA,119.975264882462,0.119975264882462,2.78102070693248
"BISCO_149_2017",24.396556854248,70000.203125,27831.4408379247,NA,NA,NA,135.430985635143,0.135430985635143,4.28756661470288
"BISCO_19_2017",11.8293695449829,22839.73046875,4207.94323614535,NA,NA,NA,1164.19777359811,1.16419777359811,17.4519716733438
"BISCO_71_2017",3.59308362007141,5365.90380859375,1310.43448058045,NA,NA,NA,507.08525876188,0.50708525876188,10.213242627239
"BISCO_101_2017",5.4897084236145,1870.98425292969,2343.39033882849,NA,NA,NA,162.356441777125,0.162356441777125,13.1683137335806
"BISCO_30_2017",17.0487613677979,20291.576171875,11439.05269249,NA,NA,NA,158.046224231433,0.158046224231433,6.73959302627778
"BISCO_39b_2017",6.83373546600342,17744.45703125,5867.56027809209,NA,NA,NA,321.778173512791,0.321778173512791,8.49455992172787
"BISCO_100_2017",12.4656791687012,6775.43701171875,4317.96384792014,NA,NA,NA,543.807238652302,0.543807238652302,25.4404941880317
"BISCO_43_2017",4.06840181350708,13079.8125,1532.66299997071,NA,NA,NA,429.740366616708,0.429740366616708,4.36545539522441
"BISCO_29_2017",11.7986698150635,28461.947265625,8919.51165730574,NA,NA,NA,563.359370959629,0.563359370959629,14.32968060739
"BISCO_200_2017",9.23894691467285,16618.302734375,6015.76768921927,NA,NA,NA,357.288542889169,0.357288542889169,10.014675816902
"BISCO_169_2017",25.8701763153076,28997.892578125,26864.2486178279,NA,NA,NA,243.161487600309,0.243161487600309,15.0034526982974
"BISCO_27_2017",20.6950740814209,31476.375,23236.1362164055,NA,NA,NA,295.807846442797,0.295807846442798,14.5645232032479
"BISCO_176_2017",15.6722784042358,18237.203125,11145.2859119605,NA,NA,NA,351.441162809998,0.351441162809998,16.1137843441072
"BISCO_138_2017",6.64133501052856,1895.59228515625,2023.71899680206,NA,NA,NA,140.733401212907,0.140733401212907,10.3010566753414
"BISCO_180_2017",19.3105163574219,67734.0078125,25936.7639338459,NA,NA,NA,241.163867034749,0.241163867034749,6.91627497765766
"OSCAR_11_2013_00001_2018",3.88238310813904,282.17529296875,1112.70722184427,NA,NA,NA,15.93117133201,0.01593117133201,3.27629590430861
"OSCAR_11_2013_00002_2018",35.8666191101074,21006.927734375,23069.8144343687,NA,NA,NA,0,0,0
"OSCAR_11_2015_00001_2018",19.4390029907227,3594.52392578125,13815.8407672292,NA,NA,NA,20.8942575844166,0.0208942575844166,3.64721147981654
