"Study_ID","Plot_ID","Year","Crop_species","ID","id_parcel","code_cultu","id_cultu","Perim_m","Area_ha","Median_fieldsize_500m_ha","Median_fieldsize_1000m_ha","N-1","id_parcel_N-1","code_cultu_N-1","id_cultu_N-1","N-2","id_parcel_N-2","code_cultu_N-2","id_cultu_N-2","N-3","id_parcel_N-3","code_cultu_N-3","id_cultu_N-3","N-4","id_parcel_N-4","code_cultu_N-4","id_cultu_N-4"
"OSCAR","34_2018_00007",2024,"Disease resistant Grapevine","OSCAR_34_2018_00007_2024","3354289","VRC",212,284.105083889132,0.381276972204074,1.37578580018769,0.999226383691886,2023,"3354289","VRC",212,2022,"3853096","VRC",212,2021,"19840949","VRC",212,2020,"3526199","VRC",212
"OSCAR","34_2019_00004",2024,"Disease resistant Grapevine","OSCAR_34_2019_00004_2024","4319538","VRC",212,453.163661861992,0.548100574102253,0.798660710317269,0.958908098665578,2023,"4319538","VRC",212,2022,"4332795","VRC",212,2021,"3484027","VRC",212,2020,"3484027","VRN",213
"OSCAR","34_2019_00005",2024,"Disease resistant Grapevine","OSCAR_34_2019_00005_2024","2270999","VRC",212,502.799554695972,0.421392220086302,0.553194187475368,0.60479041772873,2023,"2270999","VRC",212,2022,"5596601","VRC",212,2021,"3500719","VRN",213,2020,"3500719","VRN",213
"OSCAR","34_2019_00007",2024,"Disease resistant Grapevine","OSCAR_34_2019_00007_2024","2773701","VRC",212,294.663322554195,0.499367733222762,0.938883570579202,0.919365752713606,2023,"2773701","VRC",212,2022,"2782662","VRC",212,2021,"17268463","VRC",212,2020,"17268463","VRN",213
"OSCAR","34_2019_00008",2024,"Disease resistant Grapevine","OSCAR_34_2019_00008_2024",NA,NA,NA,NA,NA,0.876744043088244,0.559055940981477,2023,NA,NA,NA,2022,NA,NA,NA,2021,NA,NA,NA,2020,NA,NA,NA
"OSCAR","34_2019_00009",2024,"Disease resistant Grapevine","OSCAR_34_2019_00009_2024",NA,NA,NA,NA,NA,0.876744043088244,0.553015506663563,2023,NA,NA,NA,2022,NA,NA,NA,2021,NA,NA,NA,2020,NA,NA,NA
"OSCAR","34_2019_00010",2024,"Disease resistant Grapevine","OSCAR_34_2019_00010_2024",NA,NA,NA,NA,NA,0.876744043088244,0.553015506663563,2023,NA,NA,NA,2022,NA,NA,NA,2021,NA,NA,NA,2020,NA,NA,NA
"OSCAR","34_2019_00011",2024,"Disease resistant Grapevine","OSCAR_34_2019_00011_2024",NA,NA,NA,NA,NA,0.796407889964432,0.553015506663563,2023,NA,NA,NA,2022,NA,NA,NA,2021,NA,NA,NA,2020,NA,NA,NA
"OSCAR","34_2019_00012",2024,"Disease resistant Grapevine","OSCAR_34_2019_00012_2024",NA,NA,NA,NA,NA,0.705457137931045,0.559055940981477,2023,NA,NA,NA,2022,NA,NA,NA,2021,NA,NA,NA,2020,NA,NA,NA
"OSCAR","34_2019_00013",2024,"Disease resistant Grapevine","OSCAR_34_2019_00013_2024",NA,NA,NA,NA,NA,0.705457137931045,0.559055940981477,2023,NA,NA,NA,2022,NA,NA,NA,2021,NA,NA,NA,2020,NA,NA,NA
"OSCAR","34_2020_00001",2024,"Disease resistant Grapevine","OSCAR_34_2020_00001_2024","7236659","VRC",212,424.340698152316,1.01249256701991,0.783431366932043,0.930318082350586,2023,"7236659","VRC",212,2022,"7257711","VRC",212,2021,"17268460","VRN",213,2020,"17268460","VRN",213
"OSCAR","34_2020_00002",2024,"Disease resistant Grapevine","OSCAR_34_2020_00002_2024","965336","VRC",212,514.720004790433,0.358131903391844,0.649508773183171,0.545790747755439,2023,"965336","VRC",212,2022,"968656","VRC",212,2021,"19839611","VRC",212,2020,"17274697","VRN",213
"OSCAR","34_2020_00003",2024,"Disease resistant Grapevine","OSCAR_34_2020_00003_2024",NA,NA,NA,NA,NA,3.91369942492177,0.772889203327056,2023,NA,NA,NA,2022,NA,NA,NA,2021,NA,NA,NA,2020,NA,NA,NA
"OSCAR","34_2021_00001",2024,"Disease resistant Grapevine","OSCAR_34_2021_00001_2024",NA,NA,NA,NA,NA,3.91369942492177,0.877948825633184,2023,NA,NA,NA,2022,NA,NA,NA,2021,NA,NA,NA,2020,NA,NA,NA
"OSCAR","34_2022_00004",2024,"Disease resistant Grapevine","OSCAR_34_2022_00004_2024","714302","VRC",212,232.954375634757,0.282374289134145,0.98733190077953,0.84271231747237,2023,"714302","VRC",212,2022,"5228673","BDH",10,2021,"3449116","PHI",67,2020,"3449116","PHI",67
"OSCAR","34_2022_00005",2024,"Disease resistant Grapevine","OSCAR_34_2022_00005_2024","6167993","VRC",212,315.316053110069,0.444102862954326,0.721892425233615,0.693393172820076,2023,"6167993","VRC",212,2022,"6186158","VRN",213,2021,"19856586","SNE",360,2020,"14808967","SNE",360
"OSCAR","34_2022_00006",2024,"Disease resistant Grapevine","OSCAR_34_2022_00006_2024","10537893","VRC",212,404.911703913669,0.897237125170551,0.773698013524525,0.570965464134142,2023,"2923690","VRC",212,2022,"6629926","VRN",213,2021,"12300673","SNE",360,2020,"12300673","SNE",360
"OSCAR","34_2023_00001",2024,"Disease resistant Grapevine","OSCAR_34_2023_00001_2024","5365153","VRC",212,449.035834664773,0.456173717021942,0.755989461770983,0.610598960784712,2023,"5365153","VRC",212,2022,NA,NA,NA,2021,NA,NA,NA,2020,NA,NA,NA
"OSCAR","34_2023_00002",2024,"Disease resistant Grapevine","OSCAR_34_2023_00002_2024","9675296","VRC",212,323.530078430226,0.233482240104153,0.558569397267979,0.681268538158896,2023,"9675296","VRC",212,2022,NA,NA,NA,2021,"17285891","VRC",212,2020,"17285891","VRC",212
"OSCAR","34_2023_00003",2024,"Disease resistant Grapevine","OSCAR_34_2023_00003_2024","2019064","VRC",212,279.998483305919,0.28822803583194,0.387856037619431,0.47615419600717,2023,"2019064","VRC",212,2022,NA,NA,NA,2021,NA,NA,NA,2020,"17273367","RVI",211
"OSCAR","34_2023_00004",2024,"Disease resistant Grapevine","OSCAR_34_2023_00004_2024","6779411","VRC",212,2728.54466201393,21.3513971739022,1.58198993783132,0.882859660446132,2023,"6779411","VRC",212,2022,"6798991","VRC",212,2021,"19864026","VRC",212,2020,"14820879","VRC",212
"OSCAR","34_2024_00001",2024,"Disease resistant Grapevine","OSCAR_34_2024_00001_2024","10547509","VRC",212,211.257657001969,0.238006465514936,0.567453690826893,0.723423267128784,2023,"5391449","SNE",360,2022,"4905960","SNE",360,2021,"12303509","SNE",360,2020,"12303509","SNE",360
"OSCAR","34_2024_00002",2024,"Disease resistant Grapevine","OSCAR_34_2024_00002_2024","6779411","VRC",212,2728.54466201393,21.3513971739022,1.08351898183934,0.882859660446132,2023,"6779411","VRC",212,2022,"6798991","VRC",212,2021,"19864026","VRC",212,2020,"14820879","VRC",212
"OSCAR","34_2024_00003",2024,"Disease resistant Grapevine","OSCAR_34_2024_00003_2024","7567329","JAC",76,671.457181273099,2.45427471375205,1.23909529387085,0.960466654603672,2023,"7567329","JAC",76,2022,"7589946","J5M",73,2021,"12308297","VRC",212,2020,"12308297","VRC",212
"OSCAR","44_2022_00002",2024,"Disease resistant Grapevine","OSCAR_44_2022_00002_2024","10751503","VRC",212,2399.32780422043,15.8143062004391,1.00642592133046,0.73978695401646,2023,"6673617","VRC",212,2022,"7786707","VRC",212,2021,"20213244","SNE",360,2020,"17606716","VRC",212
"OSCAR","44_2023_00001",2024,"Disease resistant Grapevine","OSCAR_44_2023_00001_2024","10730440","VRC",212,357.601090449097,0.792824050412513,0.792824050412513,0.950432592309399,2023,"2456545","VRC",212,2022,NA,NA,NA,2021,NA,NA,NA,2020,NA,NA,NA
"OSCAR","44_2023_00002",2024,"Disease resistant Grapevine","OSCAR_44_2023_00002_2024","10745390","VRC",212,501.617268233819,1.40757404379067,0.514949358807504,0.434142135375738,2023,"6196475","VRC",212,2022,"533923","PTR",188,2021,"20171744","PTR",188,2020,"17584167","PTR",188
"OSCAR","47_2018_00002",2024,"Disease resistant Grapevine","OSCAR_47_2018_00002_2024","7518316","VRC",212,419.389424328404,1.11068472970747,1.12044070455283,0.996955610375316,2023,"7518316","VRC",212,2022,"7540927","VRC",212,2021,"15250662","VRC",212,2020,"15250662","VRC",212
"OSCAR","47_2019_00001",2024,"Disease resistant Grapevine","OSCAR_47_2019_00001_2024","4258298","VRC",212,1018.15532847817,5.30194116804285,0.359686065105349,0.754968302392768,2023,"4258298","VRC",212,2022,"4271176","VRC",212,2021,"15252716","VRC",212,2020,"15252716","VRN",213
"OSCAR","47_2019_00002",2024,"Disease resistant Grapevine","OSCAR_47_2019_00002_2024","4258298","VRC",212,1018.15532847817,5.30194116804285,0.356976011412591,0.789176765344939,2023,"4258298","VRC",212,2022,"4271176","VRC",212,2021,"15252716","VRC",212,2020,"15252716","VRN",213
"OSCAR","47_2019_00003",2024,"Disease resistant Grapevine","OSCAR_47_2019_00003_2024","4452861","VRC",212,534.600057412228,1.05800288837478,2.41869961111601,1.73908607486282,2023,"4452861","VRC",212,2022,"4466373","VRC",212,2021,NA,NA,NA,2020,NA,NA,NA
"OSCAR","49_2019_00001",2024,"Disease resistant Grapevine","OSCAR_49_2019_00001_2024","10873832","VRC",212,544.814781827938,1.81525133877657,1.35798974589205,0.943761908453543,2023,"6287943","VRC",212,2022,"6306705","VRC",212,2021,"20353574","RVI",211,2020,"17759464","RVI",211
"OSCAR","49_2021_00001",2024,"Disease resistant Grapevine","OSCAR_49_2021_00001_2024","3338159","VRC",212,1046.1207230048,6.19408407390346,2.27737517901899,1.96043646296989,2023,"3338159","VRC",212,2022,"9127226","VRC",212,2021,"5278002","VRC",212,2020,"5278002","VRC",212
"OSCAR","49_2022_00001",2024,"Disease resistant Grapevine","OSCAR_49_2022_00001_2024","3530546","VRC",212,295.436713898714,0.346129297246411,0.300862179932371,0.349008191207051,2023,"3530546","VRC",212,2022,"3541350","VRN",213,2021,"17717749","VRC",212,2020,"17717749","VRC",212
"OSCAR","49_2022_00002",2024,"Disease resistant Grapevine","OSCAR_49_2022_00002_2024","6024537","VRC",212,330.977877184156,0.523799070571736,1.89404981087893,1.96043646296989,2023,"6024537","VRC",212,2022,"6042604","VRC",212,2021,"5223402","PTR",188,2020,"5223402","PTR",188
"OSCAR","66_2023_00001",2024,"Disease resistant Grapevine","OSCAR_66_2023_00001_2024","2871005","VRC",212,451.570583795178,0.767714532502974,0.88068386145893,0.87745401043056,2023,"2871005","VRC",212,2022,"1275084","VRC",212,2021,"15887903","VRC",212,2020,"15887903","VRC",212
"OSCAR","66_2023_00002",2024,"Disease resistant Grapevine","OSCAR_66_2023_00002_2024","11227804","VRC",212,660.207444177775,2.52433468424077,0.900845130780048,0.92208597229775,2023,"1656003","VRC",212,2022,"6580265","SNE",360,2021,"20947681","SNE",360,2020,"18266915","SNE",360
"OSCAR","82_2019_00001",2024,"Disease resistant Grapevine","OSCAR_82_2019_00001_2024","11496985","VRC",212,1302.5354380998,6.08123551793206,1.63598075454533,1.76957665299157,2023,"610446","VRC",212,2022,"1426868","VRC",212,2021,"21335046","VRC",212,2020,"18574543","VRC",212
"OSCAR","84_2019_00001",2024,"","OSCAR_84_2019_00001_2024","3656442","VRC",212,766.770354943433,2.02291325151632,0.919842240886716,0.942800990145258,2023,"3656442","VRC",212,2022,"3667864","VRC",212,2021,"21355015","VRC",212,2020,NA,NA,NA
"OSCAR","84_2021_00001",2024,"","OSCAR_84_2021_00001_2024","7939070","VRC",212,449.070514501721,0.570675084736012,1.107368053653,0.855980825436115,2023,"7939070","VRC",212,2022,"7962503","VRN",213,2021,"21366060","VRN",213,2020,"8706315","VRC",212
"SEBIOPAG_Plaine de Dijon","D01",2015,"Spring Barley","SEBIOPAG_Plaine de Dijon_D01_2015","9866034","ORP",7,1874.30585919312,10.6613064840592,7.53639377457462,4.12346665565288,2014,NA,NA,NA,2013,NA,NA,NA,2012,NA,NA,NA,2011,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D01",2016,"Spelt","SEBIOPAG_Plaine de Dijon_D01_2016","1807100","CHT",24,1748.81556634569,7.71029508737847,8.79377788756882,6.19114799298631,2015,"9866034","ORP",7,2014,NA,NA,NA,2013,NA,NA,NA,2012,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D01",2017,"Alfalfa","SEBIOPAG_Plaine de Dijon_D01_2017","9735276","LU7",178,1737.1758918217,6.98260038860499,9.66294897968048,6.18696951673068,2016,"1807100","CHT",24,2015,"9866034","ORP",7,2014,NA,NA,NA,2013,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D01",2018,"Alfalfa","SEBIOPAG_Plaine de Dijon_D01_2018","9735276","LU7",178,1737.1758918217,6.98260038860499,10.3608885508129,7.53119681288423,2017,"9735276","LU7",178,2016,"1807100","CHT",24,2015,"9866034","ORP",7,2014,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D01",2019,"Winter wheat","SEBIOPAG_Plaine de Dijon_D01_2019","14310447","BTH",1,1917.86046928368,9.10906761966931,10.0561925391131,8.75627420874679,2018,"9735276","LU7",178,2017,"9735276","LU7",178,2016,"1807100","CHT",24,2015,"9866034","ORP",7
"SEBIOPAG_Plaine de Dijon","D01",2020,"Winter Barley","SEBIOPAG_Plaine de Dijon_D01_2020","16837486","ORH",6,1917.86363694317,9.10906359852024,9.85965005840067,8.23976004048311,2019,"14310447","BTH",1,2018,"9735276","LU7",178,2017,"9735276","LU7",178,2016,"1807100","CHT",24
"SEBIOPAG_Plaine de Dijon","D01",2021,"Triticale/pea","SEBIOPAG_Plaine de Dijon_D01_2021","16837486","MCR",19,1917.86365693849,9.10906373550344,10.0561903489866,9.06509243379208,2020,"16837486","ORH",6,2019,"14310447","BTH",1,2018,"9735276","LU7",178,2017,"9735276","LU7",178
"SEBIOPAG_Plaine de Dijon","D01",2022,"Spelt","SEBIOPAG_Plaine de Dijon_D01_2022","1904095","CHT",24,1917.86365693849,9.10906373550344,9.63993194754753,8.32391357702399,2021,"16837486","MCR",19,2020,"16837486","ORH",6,2019,"14310447","BTH",1,2018,"9735276","LU7",178
"SEBIOPAG_Plaine de Dijon","D01",2023,"Alfalfa /Trifolium","SEBIOPAG_Plaine de Dijon_D01_2023","1897146","PTR",188,1917.86365693849,9.10906373550344,10.6106357266905,8.69861623916192,2022,"1904095","CHT",24,2021,"16837486","MCR",19,2020,"16837486","ORH",6,2019,"14310447","BTH",1
"SEBIOPAG_Plaine de Dijon","D01",2024,"Alfalfa / Trifolium","SEBIOPAG_Plaine de Dijon_D01_2024","1897146","PTR",188,1917.86365693849,9.10906373550344,10.1624598953162,8.40346688549165,2023,"1897146","PTR",188,2022,"1904095","CHT",24,2021,"16837486","MCR",19,2020,"16837486","ORH",6
"SEBIOPAG_Plaine de Dijon","D02",2015,"Spring pea","SEBIOPAG_Plaine de Dijon_D02_2015","9871233","PPR",68,1090.72482661407,5.99729287148416,6.9572665249736,4.79538125431281,2014,NA,NA,NA,2013,NA,NA,NA,2012,NA,NA,NA,2011,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D02",2016,"Winter wheat","SEBIOPAG_Plaine de Dijon_D02_2016","1801541","BTH",1,1089.45194040619,5.99525988335013,6.9572665249736,4.76816560457558,2015,"9871233","PPR",68,2014,NA,NA,NA,2013,NA,NA,NA,2012,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D02",2017,"Sunflower","SEBIOPAG_Plaine de Dijon_D02_2017","1801541","TRN",41,1089.45194040619,5.99525988335013,6.14910946158385,4.44693181262203,2016,"1801541","BTH",1,2015,"9871233","PPR",68,2014,NA,NA,NA,2013,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D02",2018,"Alfalfa","SEBIOPAG_Plaine de Dijon_D02_2018","1801541","LU8",179,1089.45194040619,5.99525988335013,6.95809657276528,4.74464134531096,2017,"1801541","TRN",41,2016,"1801541","BTH",1,2015,"9871233","PPR",68,2014,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D02",2019,"Alfalfa","SEBIOPAG_Plaine de Dijon_D02_2019","1801541","LUZ",181,1089.45194040619,5.99525988335013,6.17517836871849,4.74413120863754,2018,"1801541","LU8",179,2017,"1801541","TRN",41,2016,"1801541","BTH",1,2015,"9871233","PPR",68
"SEBIOPAG_Plaine de Dijon","D02",2020,"Alfalfa","SEBIOPAG_Plaine de Dijon_D02_2020","1801541","LUZ",181,1089.45194040619,5.99525988335013,5.26059053127244,4.33310972350165,2019,"1801541","LUZ",181,2018,"1801541","LU8",179,2017,"1801541","TRN",41,2016,"1801541","BTH",1
"SEBIOPAG_Plaine de Dijon","D02",2021,"Spring oat","SEBIOPAG_Plaine de Dijon_D02_2021","1801541","AVP",9,1089.45194040619,5.99525988335013,5.514608231619,4.35848257720023,2020,"1801541","LUZ",181,2019,"1801541","LUZ",181,2018,"1801541","LU8",179,2017,"1801541","TRN",41
"SEBIOPAG_Plaine de Dijon","D02",2022,"Winter wheat","SEBIOPAG_Plaine de Dijon_D02_2022","1425177","BTH",1,1089.45194040619,5.99525988335013,6.35494255760576,4.58015519536845,2021,"1801541","AVP",9,2020,"1801541","LUZ",181,2019,"1801541","LUZ",181,2018,"1801541","LU8",179
"SEBIOPAG_Plaine de Dijon","D02",2023,"Faba bean","SEBIOPAG_Plaine de Dijon_D02_2023","4067114","FVL",57,884.675207106772,2.70962205139995,5.21991628451077,4.44693181262203,2022,"1425177","BTH",1,2021,"1801541","AVP",9,2020,"1801541","LUZ",181,2019,"1801541","LUZ",181
"SEBIOPAG_Plaine de Dijon","D02",2024,"Winter wheat","SEBIOPAG_Plaine de Dijon_D02_2024","10210058","BTH",1,1089.45194041092,5.99524897954706,6.35494170249071,4.39773987123221,2023,"4067114","FVL",57,2022,"1425177","BTH",1,2021,"1801541","AVP",9,2020,"1801541","LUZ",181
"SEBIOPAG_Plaine de Dijon","D03",2015,"Spring Oat","SEBIOPAG_Plaine de Dijon_D03_2015","1859165","AVP",9,1494.059244755,8.64003323906381,6.46933904066961,6.25894091211483,2014,NA,NA,NA,2013,NA,NA,NA,2012,NA,NA,NA,2011,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D03",2016,"Alfalfa","SEBIOPAG_Plaine de Dijon_D03_2016","1859165","LU6",177,1494.059244755,8.64003323906381,6.46933904066961,5.89630208383068,2015,"1859165","AVP",9,2014,NA,NA,NA,2013,NA,NA,NA,2012,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D03",2017,"Alfalfa","SEBIOPAG_Plaine de Dijon_D03_2017","1859165","LU6",177,1494.059244755,8.64003323906381,6.46933904066961,6.46933904066961,2016,"1859165","LU6",177,2015,"1859165","AVP",9,2014,NA,NA,NA,2013,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D03",2018,"Alfalfa","SEBIOPAG_Plaine de Dijon_D03_2018","11850777","LU6",177,1391.81144097688,7.90927193861548,6.48404699396344,6.48404699396344,2017,"1859165","LU6",177,2016,"1859165","LU6",177,2015,"1859165","AVP",9,2014,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D03",2019,"Maize","SEBIOPAG_Plaine de Dijon_D03_2019","14310709","MIS",5,1494.05924476316,8.64005470820088,6.48440137577896,6.8243923319976,2018,"11850777","LU6",177,2017,"1859165","LU6",177,2016,"1859165","LU6",177,2015,"1859165","AVP",9
"SEBIOPAG_Plaine de Dijon","D03",2020,"Winter wheat","SEBIOPAG_Plaine de Dijon_D03_2020","14310709","BTH",1,1494.05924476316,8.64005470820088,6.48440137577896,6.46932702760976,2019,"14310709","MIS",5,2018,"11850777","LU6",177,2017,"1859165","LU6",177,2016,"1859165","LU6",177
"SEBIOPAG_Plaine de Dijon","D03",2021,"Rye","SEBIOPAG_Plaine de Dijon_D03_2021","14310709","SGH",26,1494.05924476316,8.64005470820088,6.48440137577896,6.49947572394817,2020,"14310709","BTH",1,2019,"14310709","MIS",5,2018,"11850777","LU6",177,2017,"1859165","LU6",177
"SEBIOPAG_Plaine de Dijon","D03",2022,"Soja bean","SEBIOPAG_Plaine de Dijon_D03_2022","2712176","SOJ",55,1494.05924476316,8.64005470820088,6.18936915145303,6.06910174553636,2021,"14310709","SGH",26,2020,"14310709","BTH",1,2019,"14310709","MIS",5,2018,"11850777","LU6",177
"SEBIOPAG_Plaine de Dijon","D03",2023,"Spelt","SEBIOPAG_Plaine de Dijon_D03_2023","2452399","EPE",25,1494.05924476316,8.64005470820088,6.48440137577896,7.14934942628935,2022,"2712176","SOJ",55,2021,"14310709","SGH",26,2020,"14310709","BTH",1,2019,"14310709","MIS",5
"SEBIOPAG_Plaine de Dijon","D03",2024,"Winter wheat","SEBIOPAG_Plaine de Dijon_D03_2024","2452399","BTH",1,1494.05924476316,8.64005470820088,6.48440137577896,6.32667785975928,2023,"2452399","EPE",25,2022,"2712176","SOJ",55,2021,"14310709","SGH",26,2020,"14310709","BTH",1
"SEBIOPAG_Plaine de Dijon","D04",2015,"Soja bean","SEBIOPAG_Plaine de Dijon_D04_2015","1869244","SOJ",55,629.118582423805,1.875154379794,0.652232848025354,0.849073971776851,2014,NA,NA,NA,2013,NA,NA,NA,2012,NA,NA,NA,2011,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D04",2016,"Winter wheat","SEBIOPAG_Plaine de Dijon_D04_2016","1869244","BTH",1,629.118582423805,1.875154379794,0.660816569981018,0.802419813886285,2015,"1869244","SOJ",55,2014,NA,NA,NA,2013,NA,NA,NA,2012,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D04",2017,"Winter wheat","SEBIOPAG_Plaine de Dijon_D04_2017","1869244","BTH",1,629.118582423805,1.875154379794,0.640748033112781,0.783737695634458,2016,"1869244","BTH",1,2015,"1869244","SOJ",55,2014,NA,NA,NA,2013,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D04",2018,"Soja bean","SEBIOPAG_Plaine de Dijon_D04_2018","11857903","SOJ",55,677.570322659061,2.52821484369732,0.684404271951254,0.802419813886285,2017,"1869244","BTH",1,2016,"1869244","BTH",1,2015,"1869244","SOJ",55,2014,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D04",2019,"Soja bean","SEBIOPAG_Plaine de Dijon_D04_2019","14322216","SOJ",55,902.271014485845,4.81439205842465,0.629263218200207,0.783737695634458,2018,"11857903","SOJ",55,2017,"1869244","BTH",1,2016,"1869244","BTH",1,2015,"1869244","SOJ",55
"SEBIOPAG_Plaine de Dijon","D04",2020,"Soja bean","SEBIOPAG_Plaine de Dijon_D04_2020","16836249","SOJ",55,1200.30097145031,6.7250610527935,0.669400478972367,0.977138785192068,2019,"14322216","SOJ",55,2018,"11857903","SOJ",55,2017,"1869244","BTH",1,2016,"1869244","BTH",1
"SEBIOPAG_Plaine de Dijon","D04",2021,"Winter wheat","SEBIOPAG_Plaine de Dijon_D04_2021","16836249","BTH",1,1200.30097145031,6.7250610527935,0.661504015453096,0.931004013210535,2020,"16836249","SOJ",55,2019,"14322216","SOJ",55,2018,"11857903","SOJ",55,2017,"1869244","BTH",1
"SEBIOPAG_Plaine de Dijon","D04",2022,"Soja bean","SEBIOPAG_Plaine de Dijon_D04_2022","4133235","SOJ",55,1200.30097145031,6.7250610527935,0.661504015453096,0.828227918245288,2021,"16836249","BTH",1,2020,"16836249","SOJ",55,2019,"14322216","SOJ",55,2018,"11857903","SOJ",55
"SEBIOPAG_Plaine de Dijon","D04",2023,"Winter wheat","SEBIOPAG_Plaine de Dijon_D04_2023","4120844","BTH",1,1200.30097145031,6.7250610527935,0.687049605384408,0.977138785192068,2022,"4133235","SOJ",55,2021,"16836249","BTH",1,2020,"16836249","SOJ",55,2019,"14322216","SOJ",55
"SEBIOPAG_Plaine de Dijon","D04",2024,"Soja bean","SEBIOPAG_Plaine de Dijon_D04_2024","4120844","SOJ",55,1200.30097145031,6.7250610527935,0.705261551246538,1.04777052304728,2023,"4120844","BTH",1,2022,"4133235","SOJ",55,2021,"16836249","BTH",1,2020,"16836249","SOJ",55
"SEBIOPAG_Plaine de Dijon","D05",2015,"Spring Barley","SEBIOPAG_Plaine de Dijon_D05_2015","1841221","ORP",7,1075.18952854507,5.61895828201026,7.27018856515098,4.47462814055262,2014,NA,NA,NA,2013,NA,NA,NA,2012,NA,NA,NA,2011,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D05",2016,"Oilseed rape","SEBIOPAG_Plaine de Dijon_D05_2016","1841221","CZH",39,1075.18952854507,5.61895828201026,6.21504920096654,4.52946570487935,2015,"1841221","ORP",7,2014,NA,NA,NA,2013,NA,NA,NA,2012,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D05",2017,"Winter wheat","SEBIOPAG_Plaine de Dijon_D05_2017","1841221","BTH",1,1075.18952854507,5.61895828201026,6.67141973180026,2.88686316966424,2016,"1841221","CZH",39,2015,"1841221","ORP",7,2014,NA,NA,NA,2013,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D05",2018,"Winter wheat","SEBIOPAG_Plaine de Dijon_D05_2018","1841221","BTH",1,1075.18952854507,5.61895828201026,6.60991327481824,2.32521566825075,2017,"1841221","BTH",1,2016,"1841221","CZH",39,2015,"1841221","ORP",7,2014,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D05",2019,"Soja bean","SEBIOPAG_Plaine de Dijon_D05_2019","1841221","SOJ",55,1075.18952854507,5.61895828201026,6.60991327481824,2.26242906722704,2018,"1841221","BTH",1,2017,"1841221","BTH",1,2016,"1841221","CZH",39,2015,"1841221","ORP",7
"SEBIOPAG_Plaine de Dijon","D05",2020,"Winter wheat","SEBIOPAG_Plaine de Dijon_D05_2020","1841221","BTH",1,1075.18952854507,5.61895828201026,6.21504920096654,2.26242906722704,2019,"1841221","SOJ",55,2018,"1841221","BTH",1,2017,"1841221","BTH",1,2016,"1841221","CZH",39
"SEBIOPAG_Plaine de Dijon","D05",2021,"N/A","SEBIOPAG_Plaine de Dijon_D05_2021","1841221","MOT",247,1075.18952854507,5.61895828201026,6.28455165424096,2.32754001983998,2020,"1841221","BTH",1,2019,"1841221","SOJ",55,2018,"1841221","BTH",1,2017,"1841221","BTH",1
"SEBIOPAG_Plaine de Dijon","D05",2022,"","SEBIOPAG_Plaine de Dijon_D05_2022","972820","BTH",1,1075.18952854507,5.61895828201026,7.15943531766283,2.96502173520632,2021,"1841221","MOT",247,2020,"1841221","BTH",1,2019,"1841221","SOJ",55,2018,"1841221","BTH",1
"SEBIOPAG_Plaine de Dijon","D05",2023,"","SEBIOPAG_Plaine de Dijon_D05_2023","969360","SOJ",55,1075.18952854507,5.61895828201026,6.28123739428293,2.43031982145907,2022,"972820","BTH",1,2021,"1841221","MOT",247,2020,"1841221","BTH",1,2019,"1841221","SOJ",55
"SEBIOPAG_Plaine de Dijon","D05",2024,"","SEBIOPAG_Plaine de Dijon_D05_2024","969360","BTH",1,1075.18952854507,5.61895828201026,6.54840681783622,2.26242906722704,2023,"969360","SOJ",55,2022,"972820","BTH",1,2021,"1841221","MOT",247,2020,"1841221","BTH",1
"SEBIOPAG_Plaine de Dijon","D06",2015,"Oilseed rape","SEBIOPAG_Plaine de Dijon_D06_2015","1812387","MCT",347,1444.31393419858,5.10832947426652,11.7861322627351,12.6637205224711,2014,NA,NA,NA,2013,NA,NA,NA,2012,NA,NA,NA,2011,NA,NA,NA
"SEBIOPAG_Plaine de Dijon","D06",2016,"Winter wheat","SEBIOPAG_Plaine de Dijon_D06_2016","1812387","MCT",347,1444.31393419858,5.10832947426652,11.7861322627351,12.7648625312928,2015,"1812387","MCT",347,2014,NA,NA,NA,2013,NA,NA,NA,2012,NA,NA,NA
