"Study_ID","Plot_ID","Year","Crop_species","ID","id_parcel","code_cultu","id_cultu","Perim_m","Area_ha","Median_fieldsize_500m_ha","Median_fieldsize_1000m_ha","N-1","id_parcel_N-1","code_cultu_N-1","id_cultu_N-1","N-2","id_parcel_N-2","code_cultu_N-2","id_cultu_N-2","N-3","id_parcel_N-3","code_cultu_N-3","id_cultu_N-3","N-4","id_parcel_N-4","code_cultu_N-4","id_cultu_N-4"
"OSCAR","30_2018_00003",2021,"Disease resistant Grapevine","OSCAR_30_2018_00003_2021","19712182","VRC",212,544.179390326455,1.33751735306146,1.6911694962935,1.33751735306146,2020,"17151399","VRC",212,2019,"3022726","VRC",212,2018,"3022726","VRN",213,2017,"3022726","BTH",1
"OSCAR","30_2018_00004",2021,"Disease resistant Grapevine","OSCAR_30_2018_00004_2021","10020734","VRC",212,290.407233228718,0.401599893079232,0.681365765453046,0.432166014713323,2020,"10020734","VRC",212,2019,"10020734","VRN",213,2018,"10020734","VRN",213,2017,"10020734","RVI",211
"OSCAR","34_2018_00006",2021,"Disease resistant Grapevine","OSCAR_34_2018_00006_2021","12324010","VRC",212,763.57895727852,1.701439723321,0.895745492156887,0.671964346446283,2020,"12324010","VRC",212,2019,"12324010","VRC",212,2018,"12324010","VRC",212,2017,NA,NA,NA
"OSCAR","34_2018_00007",2021,"Disease resistant Grapevine","OSCAR_34_2018_00007_2021","19840949","VRC",212,343.034905575033,0.531419300159234,2.02394055235493,0.923661781263864,2020,"3526199","VRC",212,2019,"3526199","VRC",212,2018,"3526199","RVI",211,2017,"3526199","J5M",73
"OSCAR","34_2019_00004",2021,"Disease resistant Grapevine","OSCAR_34_2019_00004_2021","3484027","VRC",212,453.163661861992,0.548100574102253,0.797469493115787,0.918401597292252,2020,"3484027","VRN",213,2019,"3484027","RVI",211,2018,"3484027","J5M",73,2017,"3484027","J5M",73
"OSCAR","11_2015_00003",2021,"Disease resistant Grapevine","OSCAR_11_2015_00003_2021","11638053","VRC",212,250.627858451685,0.29946567167826,0.40236349816951,0.587486428347603,2020,"11638053","VRN",213,2019,"11638053","VRN",213,2018,"11638053","VRC",212,2017,NA,NA,NA
"OSCAR","30_2018_00007",2021,"Disease resistant Grapevine","OSCAR_30_2018_00007_2021","19708314","VRC",212,422.42171189828,0.777684050873853,0.83104974348885,0.773278235575744,2020,"17152024","VRC",212,2019,"3037854","VRN",213,2018,"3037854","VRN",213,2017,"3037854","J5M",73
"OSCAR","30_2019_00003",2021,"Disease resistant Grapevine","OSCAR_30_2019_00003_2021","19705637","VRN",213,285.978148671655,0.461159191739364,1.0063450852358,0.78267572677414,2020,NA,NA,NA,2019,NA,NA,NA,2018,"3040691","BDH",10,2017,"3040691","SOG",36
"OSCAR","34_2018_00003",2021,"Disease resistant Grapevine","OSCAR_34_2018_00003_2021","3549803","VRC",212,724.260058353098,1.4536007389823,0.383911518502631,0.535199679558228,2020,"3549803","VRN",213,2019,"3549803","VRN",213,2018,"3549803","VRN",213,2017,"3549803","SNE",360
"OSCAR","30_2019_00004",2021,"Disease resistant Grapevine","OSCAR_30_2019_00004_2021","17162400","VRC",212,856.549795764501,2.94991289200326,1.8507712526532,0.918645079128537,2020,"17162400","VRC",212,2019,NA,NA,NA,2018,"10027897","VRC",212,2017,"10027897","RVI",211
"OSCAR","30_2020_00001",2021,"Disease resistant Grapevine","OSCAR_30_2020_00001_2021","19705636","VRN",213,290.367878129949,0.480887414914742,1.01669813361435,0.811418532485527,2020,NA,NA,NA,2019,NA,NA,NA,2018,"3040691","BDH",10,2017,"3040691","SOG",36
"OSCAR","34_2018_00008",2021,"Disease resistant Grapevine","OSCAR_34_2018_00008_2021","3500719","VRN",213,502.799519740365,0.421386651504855,0.601648734967783,0.604757482212735,2020,"3500719","VRN",213,2019,"3500719","VRN",213,2018,"3500719","RVI",211,2017,"3500719","RVI",211
"OSCAR","11_2015_00004",2021,"Disease resistant Grapevine","OSCAR_11_2015_00004_2021","19056094","VRC",212,248.606367622217,0.319039259697497,0.40236349816951,0.53759783032703,2020,"11638082","VRC",212,2019,"11638082","VRC",212,2018,"11638082","VRC",212,2017,NA,NA,NA
"OSCAR","34_2018_00002",2021,"Disease resistant Grapevine","OSCAR_34_2018_00002_2021","3549803","VRC",212,724.260058353098,1.4536007389823,0.446611590748187,0.514368554006975,2020,"3549803","VRN",213,2019,"3549803","VRN",213,2018,"3549803","VRN",213,2017,"3549803","SNE",360
"OSCAR","34_2018_00004",2021,"Disease resistant Grapevine","OSCAR_34_2018_00004_2021","17274660","VRC",212,808.068506269038,1.10161008256031,1.15116016363688,1.04654802173094,2020,"17274660","VRC",212,2019,"14807283","VRC",212,2018,NA,NA,NA,2017,"3480242","BDH",10
"OSCAR","16_2018_00003",2021,"Disease resistant Grapevine","OSCAR_16_2018_00003_2021","11766863","VRN",213,369.200835454975,0.717483185750095,5.14665600844975,2.67002858525598,2020,"11766863","VRN",213,2019,"11766863","VRN",213,2018,"11766863","VRN",213,2017,"1401654","PRL",187
"OSCAR","16_2019_00002",2021,"Disease resistant Grapevine","OSCAR_16_2019_00002_2021","19217854","VRN",213,645.437964448031,1.2127735707067,0.794329595447546,0.857201184666176,2020,"16763460","SNE",360,2019,NA,NA,NA,2018,NA,NA,NA,2017,NA,NA,NA
"OSCAR","07_2019_00002",2021,"Disease resistant Grapevine","OSCAR_07_2019_00002_2021",NA,NA,NA,NA,NA,0.444351565508731,0.486913380105514,2020,NA,NA,NA,2019,NA,NA,NA,2018,NA,NA,NA,2017,NA,NA,NA
"OSCAR","11_2015_00002",2021,"Disease resistant Grapevine","OSCAR_11_2015_00002_2021","19055969","VRC",212,282.097371235248,0.461887230193615,0.520900476986542,0.516680487796001,2020,"11638095","VRN",213,2019,"11638095","VRN",213,2018,"11638095","VRC",212,2017,NA,NA,NA
"OSCAR","24_2018_00007",2021,"Disease resistant Grapevine","OSCAR_24_2018_00007_2021","9854945","VRC",212,529.738122600079,0.464701561661391,3.16982732299466,1.75651678739529,2020,"9854945","VRC",212,2019,"9854945","VRN",213,2018,"9854945","RVI",211,2017,"9854945","J5M",73
"OSCAR","26_2016_00002",2021,"Disease resistant Grapevine","OSCAR_26_2016_00002_2021","19520533","VRC",212,426.020216437765,0.675591098553315,0.678914002887253,0.633389597124863,2020,"9885732","VRC",212,2019,"9885732","VRC",212,2018,"9885732","VRN",213,2017,"9885732","VRC",212
"OSCAR","26_2018_00004",2021,"Disease resistant Grapevine","OSCAR_26_2018_00004_2021","14513148","VRC",212,304.136842387988,0.481442951741535,0.376242314951122,0.374613031991757,2020,"14513148","VRC",212,2019,"14513148","VRN",213,2018,NA,NA,NA,2017,NA,NA,NA
"OSCAR","26_2019_00001",2021,"Disease resistant Grapevine","OSCAR_26_2019_00001_2021","19544077","VRC",212,296.917289474106,0.445540552701155,1.03143564896963,0.684185545765353,2020,"17012451","VRN",213,2019,"2573669","VRN",213,2018,"2573669","VRC",212,2017,"2573669","VRC",212
"OSCAR","34_2016_00001",2021,"Disease resistant Grapevine","OSCAR_34_2016_00001_2021","17271940","VRC",212,612.070203126265,1.20250449443271,0.87941551721897,0.775704408249399,2020,"17271940","VRC",212,2019,"10140268","VRC",212,2018,"10140268","VRC",212,2017,"10140268","VRC",212
"OSCAR","47_2018_00002",2021,"Disease resistant Grapevine","OSCAR_47_2018_00002_2021","15250662","VRC",212,419.389424328404,1.11068472970747,1.95968662739396,1.07708995588996,2020,"15250662","VRC",212,2019,"15250662","VRC",212,2018,"12718378","VRC",212,2017,"5041230","MIS",5
"OSCAR","11_2013_00001",2021,"Disease resistant Grapevine","OSCAR_11_2013_00001_2021","739312","VRC",212,201.632207562221,0.253593476728816,0.582646882297844,0.590912256972119,2020,"739312","VRC",212,2019,"739312","VRC",212,2018,"739312","VRC",212,2017,"739312","VRC",212
"OSCAR","11_2013_00002",2021,"Disease resistant Grapevine","OSCAR_11_2013_00002_2021","739313","VRC",212,403.794068871592,0.91058069817326,0.600429959882982,0.625057012859173,2020,"739313","VRC",212,2019,"739313","VRC",212,2018,"739313","VRC",212,2017,"739313","VRC",212
"OSCAR","24_2018_00004",2021,"Disease resistant Grapevine","OSCAR_24_2018_00004_2021","9854958","VRC",212,439.802729922119,1.18026513948143,3.33328695805322,2.10353288478442,2020,"9854958","VRC",212,2019,"9854958","VRN",213,2018,"9854958","RVI",211,2017,"9854958","J5M",73
"OSCAR","33_2018_00005",2021,"Disease resistant Grapevine","OSCAR_33_2018_00005_2021","19828864","VRC",212,1616.02913117198,3.8507402322899,1.48465743471148,1.00795246442771,2020,"12299683","VRC",212,2019,"12299683","VRN",213,2018,"12299683","SNE",360,2017,NA,NA,NA
"OSCAR","34_2013_00001",2021,"Disease resistant Grapevine","OSCAR_34_2013_00001_2021","19842050","VRC",212,860.913410904276,0.828706705919013,0.496563538475893,0.734814034175081,2020,NA,NA,NA,2019,NA,NA,NA,2018,NA,NA,NA,2017,"10134720","VRC",212
"OSCAR","67_2018_00003",2021,"Disease resistant Grapevine","OSCAR_67_2018_00003_2021","7227156","VRC",212,434.998652999589,0.478732877039199,0.138508965900959,0.157797932744624,2020,"7227156","VRC",212,2019,"7227156","VRN",213,2018,"7227156","VRN",213,2017,"7227156","AVP",9
"OSCAR","33_2014_00003",2021,"Disease resistant Grapevine","OSCAR_33_2014_00003_2021",NA,"VRC",410,663.50950835435,1.58236778008193,0.490452131411061,0.675147101597861,2020,NA,"VRC",410,2019,NA,"VRC",410,2018,NA,"VRC",410,2017,NA,"VRC",410
"OSCAR","68_2014_00002",2021,"Disease resistant Grapevine","OSCAR_68_2014_00002_2021","7414854","VRC",212,685.348239544791,2.15872533391274,0.171000462504709,0.192806183983898,2020,"7414854","VRC",212,2019,"7414854","VRC",212,2018,"7414854","VRC",212,2017,"7414854","VRC",212
"OSCAR","68_2014_00003",2021,"Disease resistant Grapevine","OSCAR_68_2014_00003_2021","7414854","VRC",212,685.348239544791,2.15872533391274,0.168093535906449,0.191704814693518,2020,"7414854","VRC",212,2019,"7414854","VRC",212,2018,"7414854","VRC",212,2017,"7414854","VRC",212
"OSCAR","47_2019_00003",2021,"Disease resistant Grapevine","OSCAR_47_2019_00003_2021",NA,NA,NA,NA,NA,0.777402954701707,1.60765163789658,2020,NA,NA,NA,2019,NA,NA,NA,2018,"10462015","SOJ",55,2017,"10462015","SOJ",55
"OSCAR","11_2015_00001",2021,"Disease resistant Grapevine","OSCAR_11_2015_00001_2021","19055987","VRC",212,282.594392373766,0.26017194262757,0.40236349816951,0.53759783032703,2020,"11638050","VRC",212,2019,"11638050","VRC",212,2018,"11638050","VRC",212,2017,NA,NA,NA
"OSCAR","24_2018_00005",2021,"Disease resistant Grapevine","OSCAR_24_2018_00005_2021","9854945","VRC",212,529.738122600079,0.464701561661391,3.19741845239419,2.10353288478442,2020,"9854945","VRC",212,2019,"9854945","VRN",213,2018,"9854945","RVI",211,2017,"9854945","J5M",73
"OSCAR","26_2017_00002",2021,"Disease resistant Grapevine","OSCAR_26_2017_00002_2021","19520533","VRC",212,426.020216437765,0.675591098553315,0.798408549460307,0.599926854162104,2020,"9885733","BTH",1,2019,"9885733","SOG",36,2018,"9885733","PCH",80,2017,"9885733","BTH",1
"OSCAR","26_2018_00002",2021,"Disease resistant Grapevine","OSCAR_26_2018_00002_2021","14513148","VRC",212,304.136842387988,0.481442951741535,0.376242314951122,0.377073854456749,2020,"14513148","VRC",212,2019,"14513148","VRN",213,2018,NA,NA,NA,2017,NA,NA,NA
"OSCAR","31_2019_00001",2021,"Disease resistant Grapevine","OSCAR_31_2019_00001_2021","19752002","VRC",212,711.733401381098,3.13395418913027,0.774072484807222,0.996144191447366,2020,"14706957","VRC",212,2019,"14706957","VRN",213,2018,"12216442","J5M",73,2017,"10048886","J5M",73
"OSCAR","32_2015_00001",2021,"Disease resistant Grapevine","OSCAR_32_2015_00001_2021","19794886","VRC",212,578.364845671712,1.25154647641089,1.27440908447951,1.10023858154798,2020,"17209027","VRC",212,2019,"3232252","VRC",212,2018,"3232252","VRC",212,2017,"3232252","VRC",212
"OSCAR","33_2017_00002",2021,"Disease resistant Grapevine","OSCAR_33_2017_00002_2021",NA,NA,NA,NA,NA,0.48768678315953,0.73357668616022,2020,NA,NA,NA,2019,NA,NA,NA,2018,NA,NA,NA,2017,NA,NA,NA
"OSCAR","47_2017_00001",2021,"Disease resistant Grapevine","OSCAR_47_2017_00001_2021","20284697","VRC",212,344.220835696769,0.5732760516176,0.939648760560065,1.53181164572475,2020,"17689259","VRC",212,2019,NA,NA,NA,2018,NA,NA,NA,2017,NA,NA,NA
"OSCAR","82_2019_00001",2021,"Disease resistant Grapevine","OSCAR_82_2019_00001_2021","21335046","VRC",212,1149.182901682,3.68381889041988,1.63617676759399,1.96763557682149,2020,"18574543","VRC",212,2019,"16219527","VRC",212,2018,"8553034","MIS",5,2017,"8553034","BDH",10
"OSCAR","24_2018_00002",2021,"Disease resistant Grapevine","OSCAR_24_2018_00002_2021","9854957","VRC",212,785.487743371593,3.30247908177041,3.43831711211019,1.84659516014676,2020,"9854957","VRC",212,2019,"9854957","VRN",213,2018,"9854957","RVI",211,2017,"9854957","J5M",73
"OSCAR","34_2013_00002",2021,"Disease resistant Grapevine","OSCAR_34_2013_00002_2021","19842032","VRC",212,453.213209952216,1.1061793118095,0.561217006166266,0.734814034175081,2020,NA,NA,NA,2019,NA,NA,NA,2018,NA,NA,NA,2017,"3543556","VRC",212
"OSCAR","24_2014_00001",2021,"Disease resistant Grapevine","OSCAR_24_2014_00001_2021","11974009","VRC",212,749.381112010539,1.57978498089376,0.836837423014047,0.730180220406185,2020,"11974009","VRC",212,2019,"11974009","VRC",212,2018,"11974009","VRC",212,2017,"2357719","VRC",212
"OSCAR","24_2018_00001",2021,"Disease resistant Grapevine","OSCAR_24_2018_00001_2021","9854957","VRC",212,785.487743371593,3.30247908177041,3.43831711211019,1.92637618741195,2020,"9854957","VRC",212,2019,"9854957","VRN",213,2018,"9854957","RVI",211,2017,"9854957","J5M",73
"OSCAR","33_2021_00002",2021,"Disease resistant Grapevine","OSCAR_33_2021_00002_2021","17258781","RVI",211,376.247826250643,0.763807050272636,1.03383898570836,0.637071862080088,2020,"17258781","VRC",212,2019,NA,NA,NA,2018,"12300115","VRC",212,2017,NA,NA,NA
"OSCAR","33_2021_00003",2021,"Disease resistant Grapevine","OSCAR_33_2021_00003_2021","19825039","RVI",211,283.74663598454,0.479392254178994,1.00463160809912,0.656487677619793,2020,"17254769","VRC",212,2019,NA,NA,NA,2018,"12295052","VRC",212,2017,NA,NA,NA
"OSCAR","67_2018_00005",2021,"Disease resistant Grapevine","OSCAR_67_2018_00005_2021","7227156","VRC",212,434.998652999589,0.478732877039199,0.13662423806116,0.156975722122192,2020,"7227156","VRC",212,2019,"7227156","VRN",213,2018,"7227156","VRN",213,2017,"7227156","AVP",9
"OSCAR","67_2018_00004",2021,"Disease resistant Grapevine","OSCAR_67_2018_00004_2021","7227156","VRC",212,434.998652999589,0.478732877039199,0.136820634943619,0.158728998967656,2020,"7227156","VRC",212,2019,"7227156","VRN",213,2018,"7227156","VRN",213,2017,"7227156","AVP",9
"OSCAR","24_2014_00002",2021,"Disease resistant Grapevine","OSCAR_24_2014_00002_2021","11974009","VRC",212,749.381112010539,1.57978498089376,0.904921284997556,0.730180220406185,2020,"11974009","VRC",212,2019,"11974009","VRC",212,2018,"11974009","VRC",212,2017,"2357719","VRC",212
"OSCAR","33_2014_00002",2021,"Disease resistant Grapevine","OSCAR_33_2014_00002_2021",NA,"VRC",410,351.0165824969,0.706093869745731,1.08656122333887,1.02949017208219,2020,NA,"VRC",410,2019,NA,"VRC",410,2018,NA,"VRC",410,2017,NA,"VRC",410
"OSCAR","13_2016_00002",2021,"Disease resistant Grapevine","OSCAR_13_2016_00002_2021","1092145","VRC",212,1212.17777211065,7.96776424766581,9.26974706405196,7.96776424766581,2020,"1092145","VRC",212,2019,"1092145","VRC",212,2018,"1092145","VRC",212,2017,"1092145","VRC",212
"OSCAR","11_2016_00001",2021,"Disease resistant Grapevine","OSCAR_11_2016_00001_2021","14081687","VRC",212,303.477488296591,0.453988002215326,1.19270464466705,0.94827708386606,2020,"14081687","VRC",212,2019,"14081687","VRC",212,2018,"805601","VRN",213,2017,"805601","VRC",212
"OSCAR","24_2018_00003",2021,"Disease resistant Grapevine","OSCAR_24_2018_00003_2021","9854957","VRC",212,785.487743371593,3.30247908177041,3.57415514244997,1.75651678739529,2020,"9854957","VRC",212,2019,"9854957","VRN",213,2018,"9854957","RVI",211,2017,"9854957","J5M",73
"OSCAR","33_2018_00004",2021,"Disease resistant Grapevine","OSCAR_33_2018_00004_2021","19816606","VRC",212,1319.91727932971,8.91961833938022,0.6177539023255,0.961417962738216,2020,"12284385","VRC",212,2019,"12284385","VRN",213,2018,"12284385","RVI",211,2017,NA,NA,NA
"OSCAR","33_2018_00006",2021,"Disease resistant Grapevine","OSCAR_33_2018_00006_2021","19819974","VRC",212,765.260823061311,3.64189458725508,1.99438206585571,1.47125375236048,2020,"12283267","VRC",212,2019,"12283267","VRN",213,2018,"12283267","VRN",213,2017,"10103758","PTR",188
"OSCAR","33_2020_00002",2021,"Disease resistant Grapevine","OSCAR_33_2020_00002_2021","17257549","VRN",213,515.270932194038,1.20579062128626,0.555261329744599,0.821502787285671,2020,"17257549","VRN",213,2019,"14791453","VRC",212,2018,NA,NA,NA,2017,NA,NA,NA
"OSCAR","33_2021_00001",2021,"Disease resistant Grapevine","OSCAR_33_2021_00001_2021","17257549","VRN",213,515.270932194038,1.20579062128626,0.555261329744599,0.821502787285671,2020,"17257549","VRN",213,2019,"14791453","VRC",212,2018,NA,NA,NA,2017,NA,NA,NA
"OSCAR","34_2013_00003",2021,"Disease resistant Grapevine","OSCAR_34_2013_00003_2021","19842032","VRC",212,453.213209952216,1.1061793118095,0.579383288371004,0.734814034175081,2020,NA,NA,NA,2019,NA,NA,NA,2018,NA,NA,NA,2017,"3543556","VRC",212
"OSCAR","24_2018_00006",2021,"Disease resistant Grapevine","OSCAR_24_2018_00006_2021","9854945","VRC",212,529.738122600079,0.464701561661391,3.19741845239419,2.08066867913462,2020,"9854945","VRC",212,2019,"9854945","VRN",213,2018,"9854945","RVI",211,2017,"9854945","J5M",73
"OSCAR","26_2017_00001",2021,"Disease resistant Grapevine","OSCAR_26_2017_00001_2021","19520533","VRC",212,426.020216437765,0.675591098553315,0.798408549460307,0.599926854162104,2020,"9885732","VRC",212,2019,"9885732","VRC",212,2018,"9885732","VRN",213,2017,"9885732","VRC",212
"OSCAR","26_2018_00003",2021,"Disease resistant Grapevine","OSCAR_26_2018_00003_2021","14513148","VRC",212,304.136842387988,0.481442951741535,0.376242314951122,0.377073854456749,2020,"14513148","VRC",212,2019,"14513148","VRN",213,2018,NA,NA,NA,2017,NA,NA,NA
"OSCAR","26_2019_00002",2021,"Disease resistant Grapevine","OSCAR_26_2019_00002_2021","19544077","VRC",212,296.917289474106,0.445540552701155,1.02346655116901,0.709610104297288,2020,"17012451","VRN",213,2019,"2573669","VRN",213,2018,"2573669","VRC",212,2017,"2573669","VRC",212
"OSCAR","47_2018_00003",2021,"Disease resistant Grapevine","OSCAR_47_2018_00003_2021","20284698","VRC",212,345.384480843224,0.547907536447793,0.84267132851482,1.47068707910932,2020,NA,NA,NA,2019,NA,NA,NA,2018,NA,NA,NA,2017,"10462014","SOJ",55
"OSCAR","67_2018_00002",2021,"Disease resistant Grapevine","OSCAR_67_2018_00002_2021","7227156","VRC",212,434.998652999589,0.478732877039199,0.13662423806116,0.157172325673141,2020,"7227156","VRC",212,2019,"7227156","VRN",213,2018,"7227156","VRN",213,2017,"7227156","AVP",9
"OSCAR","84_2019_00001",2021,"Disease resistant Grapevine","OSCAR_84_2019_00001_2021","21355015","VRC",212,766.770354943433,2.02291325151632,0.879622664726688,0.944525854136026,2020,NA,NA,NA,2019,NA,NA,NA,2018,NA,NA,NA,2017,NA,NA,NA
"OSCAR","26_2018_00001",2021,"Disease resistant Grapevine","OSCAR_26_2018_00001_2021","14513148","VRC",212,304.136842387988,0.481442951741535,0.376242314951122,0.377073854456749,2020,"14513148","VRC",212,2019,"14513148","VRN",213,2018,NA,NA,NA,2017,NA,NA,NA
"OSCAR","32_2015_00002",2021,"Disease resistant Grapevine","OSCAR_32_2015_00002_2021","19794886","VRC",212,578.364845671712,1.25154647641089,1.27440908447951,1.10023858154798,2020,"17209058","VRC",212,2019,"3232252","VRC",212,2018,"3232252","VRC",212,2017,"3232252","VRC",212
"OSCAR","11_2012_00001",2022,"Disease resistant Grapevine","OSCAR_11_2012_00001_2022","1726691","VRC",212,493.463538829022,1.41830869686576,0.393408518358041,0.49528193687459,2021,"11638105","VRC",212,2020,"11638105","VRC",212,2019,"11638105","VRC",212,2018,"11638105","VRC",212
"OSCAR","11_2018_00002",2022,"Disease resistant Grapevine","OSCAR_11_2018_00002_2022","2988755","VRC",212,463.204569686927,1.12185256735105,1.09217314149722,0.902303846256434,2021,"11628826","VRC",212,2020,"11628826","VRC",212,2019,"11628826","VRC",212,2018,"11628826","VRN",213
"OSCAR","30_2018_00001",2022,"Disease resistant Grapevine","OSCAR_30_2018_00001_2022","1479238","VRC",212,334.384368297216,0.595917736588442,0.465048035762075,0.517922301704576,2021,"17151045","VRC",212,2020,"17151045","VRC",212,2019,"10011635","VRC",212,2018,"10011635","VRN",213
"OSCAR","34_2018_00005",2022,"Disease resistant Grapevine","OSCAR_34_2018_00005_2022","4975324","VRC",212,808.068506269038,1.10161008256031,1.04558821809516,0.97964600716643,2021,"17274660","VRC",212,2020,"17274660","VRC",212,2019,"14807283","VRC",212,2018,NA,NA,NA
"OSCAR","11_2012_00002",2022,"Disease resistant Grapevine","OSCAR_11_2012_00002_2022","1726691","VRC",212,493.463538829022,1.41830869686576,0.393408518358041,0.49528193687459,2021,"11638105","VRC",212,2020,"11638105","VRC",212,2019,"11638105","VRC",212,2018,"11638105","VRC",212
"OSCAR","11_2020_00001",2022,"Disease resistant Grapevine","OSCAR_11_2020_00001_2022","5061210","VRC",212,1101.15234619248,3.45147436758019,0.972198157941655,1.25843863887599,2021,"19059428","VRN",213,2020,"16621149","VRN",213,2019,"14078394","J5M",73,2018,"817509","SNE",360
"OSCAR","30_2018_00002",2022,"Disease resistant Grapevine","OSCAR_30_2018_00002_2022","8930122","VRC",212,429.173177026498,0.935985878194217,1.46517412720033,1.02643573021498,2021,"3018668","VRC",212,2020,"3018668","VRN",213,2019,"3018668","VRN",213,2018,"3018668","VRN",213
"OSCAR","30_2018_00003",2022,"Disease resistant Grapevine","OSCAR_30_2018_00003_2022","2436891","VRC",212,544.179390281435,1.33751783915162,1.4193410054337,1.27654019713588,2021,"19712182","VRC",212,2020,"17151399","VRC",212,2019,"3022726","VRC",212,2018,"3022726","VRN",213
"OSCAR","30_2018_00004",2022,"Disease resistant Grapevine","OSCAR_30_2018_00004_2022","3018744","VRC",212,290.407233228718,0.401599893079232,0.681365765453046,0.437573559641594,2021,"10020734","VRC",212,2020,"10020734","VRC",212,2019,"10020734","VRN",213,2018,"10020734","VRN",213
"OSCAR","34_2018_00006",2022,"Disease resistant Grapevine","OSCAR_34_2018_00006_2022","573227","VRC",212,763.57895727852,1.701439723321,1.05259037181451,0.791186800979392,2021,"12324010","VRC",212,2020,"12324010","VRC",212,2019,"12324010","VRC",212,2018,"12324010","VRC",212
"OSCAR","34_2018_00007",2022,"Disease resistant Grapevine","OSCAR_34_2018_00007_2022","3853096","VRC",212,284.105083889132,0.381276972204074,1.95549472488752,0.991249037738144,2021,"19840949","VRC",212,2020,"3526199","VRC",212,2019,"3526199","VRC",212,2018,"3526199","RVI",211
"OSCAR","11_2015_00003",2022,"Disease resistant Grapevine","OSCAR_11_2015_00003_2022","373263","VRC",212,250.627858451685,0.29946567167826,0.40236349816951,0.587486428347603,2021,"11638053","VRC",212,2020,"11638053","VRN",213,2019,"11638053","VRN",213,2018,"11638053","VRC",212
"OSCAR","30_2018_00007",2022,"Disease resistant Grapevine","OSCAR_30_2018_00007_2022","345959","VRC",212,422.42171189828,0.777684050873853,0.870467167824839,0.757950099738687,2021,"19708314","VRC",212,2020,"17152024","VRC",212,2019,"3037854","VRN",213,2018,"3037854","VRN",213
"OSCAR","30_2018_00008",2022,"Disease resistant Grapevine","OSCAR_30_2018_00008_2022","3761052","VRC",212,266.843742775936,0.295181152008101,0.933956776293623,0.819564997873199,2021,"10020620","VRC",212,2020,"10020620","VRC",212,2019,"10020620","VRN",213,2018,"10020620","VRN",213
"OSCAR","30_2019_00003",2022,"Disease resistant Grapevine","OSCAR_30_2019_00003_2022","9816861","VRN",213,275.883557213111,0.411916794082886,0.691133051732183,0.785848381730169,2021,"19705637","VRN",213,2020,NA,NA,NA,2019,NA,NA,NA,2018,"3040691","BDH",10
"OSCAR","34_2018_00003",2022,"Disease resistant Grapevine","OSCAR_34_2018_00003_2022","8809131","VRC",212,724.260058353098,1.4536007389823,0.383911518502631,0.514368554006975,2021,"3549803","VRC",212,2020,"3549803","VRN",213,2019,"3549803","VRN",213,2018,"3549803","VRN",213
"OSCAR","34_2020_00001",2022,"Disease resistant Grapevine","OSCAR_34_2020_00001_2022","7257711","VRC",212,424.340698152316,1.01249256701991,0.751837122084713,0.895240526437992,2021,"17268460","VRN",213,2020,"17268460","VRN",213,2019,"14807618","J5M",73,2018,"3484024","J5M",73
"OSCAR","30_2019_00004",2022,"Disease resistant Grapevine","OSCAR_30_2019_00004_2022","9690538","VRC",212,856.549795764501,2.94991289200326,1.25389313214459,0.668094782127161,2021,"17162400","VRC",212,2020,"17162400","VRC",212,2019,NA,NA,NA,2018,"10027897","VRC",212
"OSCAR","30_2020_00001",2022,"Disease resistant Grapevine","OSCAR_30_2020_00001_2022","3333457","VRN",213,290.367878129949,0.480887414914742,0.767451470442773,0.833791591712926,2021,"19705636","VRN",213,2020,NA,NA,NA,2019,NA,NA,NA,2018,"3040691","BDH",10
"OSCAR","34_2019_00005",2022,"Disease resistant Grapevine","OSCAR_34_2019_00005_2022","5596601","VRC",212,502.799519740365,0.421386651504855,0.472591751486156,0.599966696872842,2021,"3500719","VRN",213,2020,"3500719","VRN",213,2019,"3500719","VRN",213,2018,"3500719","RVI",211
"OSCAR","34_2021_00001",2022,"Disease resistant Grapevine","OSCAR_34_2021_00001_2022",NA,NA,NA,NA,NA,2.42773224941087,0.811450778163248,2021,NA,NA,NA,2020,NA,NA,NA,2019,NA,NA,NA,2018,NA,NA,NA
"OSCAR","11_2015_00004",2022,"Disease resistant Grapevine","OSCAR_11_2015_00004_2022","9807088","VRC",212,248.606367622217,0.319039259697497,0.40236349816951,0.53759783032703,2021,"19056094","VRC",212,2020,"11638082","VRC",212,2019,"11638082","VRC",212,2018,"11638082","VRC",212
"OSCAR","30_2018_00005",2022,"Disease resistant Grapevine","OSCAR_30_2018_00005_2022","8239615","VRC",212,201.145931517584,0.22601465919055,0.471240286651626,0.415592569537007,2021,"3065458","VRC",212,2020,"3065458","VRN",213,2019,"3065458","VRN",213,2018,"3065458","VRN",213
"OSCAR","30_2018_00006",2022,"Disease resistant Grapevine","OSCAR_30_2018_00006_2022","8896257","VRC",212,798.365498264473,2.99507587152601,2.00033588588762,2.36247566662387,2021,"14691219","VRC",212,2020,"14691219","VRC",212,2019,"14691219","VRN",213,2018,"12176138","VRN",213
"OSCAR","34_2018_00002",2022,"Disease resistant Grapevine","OSCAR_34_2018_00002_2022","8809131","VRC",212,724.260058353098,1.4536007389823,0.397614671814442,0.514368554006975,2021,"3549803","VRC",212,2020,"3549803","VRN",213,2019,"3549803","VRN",213,2018,"3549803","VRN",213
