"ID","frac1000_1","frac1000_2","frac1000_3","frac1000_4","frac1000_5","frac1000_6","frac1000_7","frac1000_8","frac1000_9","frac1000_10","frac1000_11","frac1000_13","frac1000_15","frac1000_16","frac1000_19","frac1000_21","frac1000_22","frac1000_24","frac1000_25","frac1000_26","frac1000_27","frac1000_30","frac1000_31","frac1000_32","frac1000_33","frac1000_35","frac1000_36","frac1000_37","frac1000_38","frac1000_39","frac1000_40","frac1000_41","frac1000_43","frac1000_44","frac1000_48","frac1000_49","frac1000_50","frac1000_55","frac1000_56","frac1000_57","frac1000_58","frac1000_60","frac1000_63","frac1000_64","frac1000_67","frac1000_68","frac1000_70","frac1000_71","frac1000_72","frac1000_73","frac1000_74","frac1000_75","frac1000_76","frac1000_77","frac1000_78","frac1000_79","frac1000_80","frac1000_81","frac1000_82","frac1000_85","frac1000_86","frac1000_89","frac1000_90","frac1000_92","frac1000_93","frac1000_95","frac1000_96","frac1000_100","frac1000_102","frac1000_114","frac1000_115","frac1000_117","frac1000_123","frac1000_124","frac1000_125","frac1000_126","frac1000_130","frac1000_131","frac1000_133","frac1000_135","frac1000_136","frac1000_137","frac1000_138","frac1000_139","frac1000_141","frac1000_147","frac1000_151","frac1000_157","frac1000_158","frac1000_159","frac1000_160","frac1000_161","frac1000_162","frac1000_164","frac1000_168","frac1000_169","frac1000_170","frac1000_171","frac1000_172","frac1000_173","frac1000_174","frac1000_176","frac1000_177","frac1000_178","frac1000_179","frac1000_180","frac1000_181","frac1000_182","frac1000_183","frac1000_184","frac1000_185","frac1000_186","frac1000_187","frac1000_188","frac1000_189","frac1000_204","frac1000_205","frac1000_206","frac1000_207","frac1000_208","frac1000_210","frac1000_211","frac1000_212","frac1000_213","frac1000_214","frac1000_216","frac1000_217","frac1000_218","frac1000_219","frac1000_220","frac1000_221","frac1000_222","frac1000_223","frac1000_226","frac1000_228","frac1000_233","frac1000_234","frac1000_235","frac1000_237","frac1000_240","frac1000_242","frac1000_243","frac1000_244","frac1000_247","frac1000_248","frac1000_250","frac1000_254","frac1000_255","frac1000_257","frac1000_259","frac1000_261","frac1000_262","frac1000_263","frac1000_265","frac1000_266","frac1000_267","frac1000_273","frac1000_274","frac1000_275","frac1000_276","frac1000_279","frac1000_280","frac1000_281","frac1000_282","frac1000_283","frac1000_284","frac1000_285","frac1000_289","frac1000_291","frac1000_292","frac1000_293","frac1000_294","frac1000_296","frac1000_298","frac1000_301","frac1000_303","frac1000_304","frac1000_308","frac1000_309","frac1000_311","frac1000_312","frac1000_314","frac1000_315","frac1000_316","frac1000_319","frac1000_322","frac1000_323","frac1000_324","frac1000_325","frac1000_333","frac1000_337","frac1000_341","frac1000_346","frac1000_347","frac1000_348","frac1000_350","frac1000_351","frac1000_352","frac1000_353","frac1000_354","frac1000_360","frac1000_361","frac1000_363","frac1000_364","frac1000_411","frac1000_501","frac1000_502","frac1000_503","frac1000_504","frac1000_505","frac1000_507","frac1000_508","frac1000_509","frac1000_510","frac1000_515","frac1000_519","frac1000_520","frac1000_521","frac1000_522","frac1000_523","frac1000_524","frac1000_525","frac1000_526","frac1000_527","frac1000_528","frac1000_529","frac1000_537","frac1000_538","frac1000_540","frac1000_541","frac1000_545","frac1000_547","frac1000_548","frac1000_549","frac1000_550","frac1000_551","frac1000_554","frac1000_555","frac1000_556","frac1000_557","frac1000_558","frac1000_560","frac1000_564","frac1000_571","frac1000_572","frac1000_573","frac1000_574","frac1000_576","frac1000_577","frac1000_578","frac1000_579","frac1000_581","frac1000_582","frac1000_583","frac1000_584","frac1000_585","frac1000_586","frac1000_587","frac1000_589","frac1000_592","frac1000_593","frac1000_595","frac1000_596","frac1000_597","frac1000_598","frac1000_599","frac1000_600","frac1000_601","frac1000_602","frac1000_603","frac1000_604","frac1000_605","frac1000_606","frac1000_607","frac1000_608","frac1000_609","frac1000_610","frac1000_611","frac1000_612","frac1000_613","frac1000_614","frac1000_615","frac1000_616","frac1000_619","frac1000_620","frac1000_622","frac1000_623","frac1000_624","frac1000_625","frac1000_626","frac1000_627","frac1000_628","frac1000_629","frac1000_630","frac1000_632","frac1000_633","frac1000_635","frac1000_636","frac1000_637","frac1000_638","frac1000_639","frac1000_641","frac1000_642","frac1000_643","frac1000_644","frac1000_645","frac1000_1001","frac1000_1002","frac1000_1003","frac1000_1004","frac1000_1005","frac1000_1006","frac1000_1007","frac1000_1009","frac1000_1010"
"OSCAR_34_2013_00003_2021",0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0.01,0,0,0,0,0,0,0,0.2,9.93,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,16.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.34,0.81,2.02,1.66,25.17,24,0.87,0.64,0.04
"OSCAR_24_2018_00006_2021",0.49,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78,0.22,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0.05,0,0,0,0.9,0,0,2.3,0,0.04,0,0,0,0,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83,0.22,13.05,0,1.1,45.05,1.2,0.16,0.04
"OSCAR_26_2017_00001_2021",13.61,0,0,0,4.17,0.47,0,0,0,0.75,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0,0,4.75,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.21,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0.01,0,0.39,0,0,0,0,0,0,5.06,0,1.01,0,0.02,0,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,5.47,0,0,0,0,0,0,0,0.75,0,0,0,0,0.2,0.4,0,0.47,0,0,0,0,0,0,0.3,0,0,0,0,0.02,0,0,0,0,0,0.62,0.45,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,1.52,0,1.02,0,0,0,7.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.46,0.06,11.16,0.23,0.9,12.66,2.01,0.21,0.38
"OSCAR_26_2018_00003_2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.02,2.57,0.03,0.61,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0,0,0.16,26.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.08,4.12,20.33,3.12,14.53,10.67,1.15,1.33,0.69
"OSCAR_26_2019_00002_2021",4.14,0,0,0,0.96,4.72,0,0,0,0.31,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0.12,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,1.81,0.73,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0.4,0.69,1.33,1.21,0,0,0.04,0,0,0,3.25,0,0.49,0.01,0.09,0,0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,1.01,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83,2.36,25.78,0,2.96,23.21,0.93,0.47,0.08
"OSCAR_47_2018_00003_2021",5.66,0,0,3.64,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0.54,0.15,0.21,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0.24,0,5.66,11.72,3.62,0,0,0,7.2,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0.5,5.45,0,0.94,14.22,0.52,0.09,0.32
"OSCAR_67_2018_00002_2021",5.07,0,0,0,3.94,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0.72,0,1.22,0,0,0,0,0,0,2.51,0.02,3.91,0.08,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,59.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58,0.01,0.83,0,4.97,7.46,0.86,0.01,0
"OSCAR_84_2019_00001_2021",0.05,0,0,0,0,0,0,0,0,2.13,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0.01,0,0,0,1.52,0,1.01,0,0,0,0,0,0,0.11,0,1.82,0.01,0.02,0,0,0,0.64,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,1.13,26.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,21.08,6.5,0.31,15.15,13.82,1.27,0.4,0
"OSCAR_26_2018_00001_2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.02,2.57,0.03,0.61,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0,0,0.16,26.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.09,4.13,20.34,3.11,14.52,10.67,1.15,1.33,0.69
"OSCAR_32_2015_00002_2021",22.25,0,0,0,0,5.02,0,0,0,2.4,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.99,0,0,3.59,0,5.78,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0.68,0.42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.19,0,0,0,6.72,2.35,3.81,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,18.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0.03,10.17,0.02,0.23,5.45,1.05,0.02,0.48
"OSCAR_11_2012_00001_2022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.01,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.15,12.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,22.43,0,1.01,48.95,8.95,0,4.15,0
"OSCAR_11_2018_00002_2022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,1.14,0,0.65,0,0,0,0,0,0,0.6,0.77,28.07,1.09,0.26,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0.74,6.07,0.44,14.83,7.04,1.57,0.92,3.03
"OSCAR_30_2018_00001_2022",0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0.73,1.09,0,0.71,0,0,0,0,0,0,1.62,0.61,9.3,0.61,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35,14.1,0.91,12.77,27.95,18.72,1.1,0.26,0
"OSCAR_34_2018_00005_2022",0,1.07,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.21,0.81,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,48.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.59,2.15,1.5,14.89,7.7,0.3,0.14,0
"OSCAR_11_2012_00002_2022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.01,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.15,12.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,22.48,0,1.01,48.92,8.93,0,4.14,0
"OSCAR_11_2020_00001_2022",0.41,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,5.28,0.54,3.43,0,0,0,0,7.07,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,10.95,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,1.16,10.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.19,3.18,3.64,3.37,15.07,8.52,1.75,0.29,0
